"本数据含有：当天L2行情逐笔成交明细全部下载，收盘最后的买卖队列排单(涨停委托排单)，收盘10档委托与基本股票信息","","",""
"数据来源：股神论坛 www.GuShenBBS.com 商务QQ 82770777","","",""
"000007","零七股份","20160805#18.01,18.77,18.56,18.56,18.00,119718,219170784.00,72635,47083,18.01,18.02,1159,98,18.00,18.03,3138,53,17.99,18.04,82,111,17.98,18.05,99,358,17.96,18.06,27,176,17.95,18.07,119,195,17.93,18.08,43,249,17.92,18.09,61,135,17.91,18.10,54","18.01,18.02,59,7,208|4|198|4|138|10|100|2|3|5|2|2|1|5|10|20|3|20|20|13|11|3|3|2|3|3|5|2|10|10|2|3|5|4|1|2|3|20|4|150|3|1|2|1|1|14|2|14|1|17,6|12|25|40|5|8|2"
"成交时间","成交量","成交价","买or卖"
"092500","5","18.56"," "
"092500","5","18.56"," "
"092500","3","18.56"," "
"092500","2","18.56"," "
"092500","10","18.56"," "
"092500","7","18.56"," "
"092500","2","18.56"," "
"092500","1","18.56"," "
"092500","2","18.56"," "
"092500","9","18.56"," "
"092500","15","18.56"," "
"092500","1","18.56"," "
"092500","2","18.56"," "
"092500","5","18.56"," "
"092500","1","18.56"," "
"092500","2","18.56"," "
"092500","1","18.56"," "
"092500","3","18.56"," "
"092500","10","18.56"," "
"092500","1","18.56"," "
"092500","19","18.56"," "
"092500","11","18.56"," "
"092500","3","18.56"," "
"092500","1","18.56"," "
"092500","8","18.56"," "
"092500","27","18.56"," "
"092500","20","18.56"," "
"092500","2","18.56"," "
"092500","1","18.56"," "
"092500","4","18.56"," "
"092500","1","18.56"," "
"092500","2","18.56"," "
"092500","2","18.56"," "
"092500","1","18.56"," "
"092500","1","18.56"," "
"092500","10","18.56"," "
"092500","24","18.56"," "
"092500","7","18.56"," "
"092500","5","18.56"," "
"092500","10","18.56"," "
"092500","10","18.56"," "
"092500","3","18.56"," "
"092500","15","18.56"," "
"092500","2","18.56"," "
"092500","5","18.56"," "
"092500","36","18.56"," "
"092500","12","18.56"," "
"092500","10","18.56"," "
"092500","25","18.56"," "
"092500","3","18.56"," "
"092500","14","18.56"," "
"092500","2","18.56"," "
"092500","3","18.56"," "
"092500","12","18.56"," "
"092500","41","18.56"," "
"092500","10","18.56"," "
"092500","4","18.56"," "
"092500","2","18.56"," "
"092500","1","18.56"," "
"092500","8","18.56"," "
"092500","4","18.56"," "
"092500","12","18.56"," "
"092500","1","18.56"," "
"092500","1","18.56"," "
"092500","6","18.56"," "
"092500","4","18.56"," "
"092500","5","18.56"," "
"092500","2","18.56"," "
"092500","23","18.56"," "
"092500","7","18.56"," "
"092500","3","18.56"," "
"092500","11","18.56"," "
"092500","1","18.56"," "
"092500","9","18.56"," "
"092500","3","18.56"," "
"092500","1","18.56"," "
"092500","30","18.56"," "
"092500","1","18.56"," "
"092500","20","18.56"," "
"092500","10","18.56"," "
"092500","2","18.56"," "
"092500","16","18.56"," "
"092500","21","18.56"," "
"092500","4","18.56"," "
"092500","1","18.56"," "
"092500","5","18.56"," "
"092500","5","18.56"," "
"093000","3","18.53","S"
"093000","5","18.53","S"
"093000","10","18.53","S"
"093000","2","18.53","S"
"093000","5","18.52","S"
"093000","5","18.52","S"
"093000","3","18.56","B"
"093000","1","18.52","S"
"093000","10","18.52","S"
"093000","2","18.52","S"
"093000","1","18.52","S"
"093000","10","18.55","B"
"093000","15","18.56","B"
"093000","1","18.53","B"
"093000","2","18.53","B"
"093000","17","18.52","S"
"093000","1","18.51","S"
"093000","2","18.51","S"
"093000","4","18.53","B"
"093000","5","18.51","S"
"093000","10","18.52","B"
"093000","2","18.52","B"
"093000","1","18.52","B"
"093000","10","18.52","B"
"093000","3","18.51","S"
"093000","1","18.51","S"
"093000","6","18.51","S"
"093000","3","18.52","B"
"093000","8","18.51","S"
"093000","1","18.51","S"
"093000","3","18.52","B"
"093000","3","18.51","S"
"093000","6","18.51","S"
"093000","6","18.51","S"
"093000","1","18.5","S"
"093000","7","18.5","S"
"093000","7","18.5","S"
"093000","1","18.5","S"
"093000","1","18.52","B"
"093000","1","18.53","B"
"093000","3","18.53","B"
"093000","4","18.53","B"
"093000","3","18.53","B"
"093000","11","18.54","B"
"093000","4","18.55","B"
"093000","1","18.51","B"
"093000","11","18.55","B"
"093000","8","18.56","B"
"093000","5","18.51","S"
"093000","1","18.5","S"
"093000","10","18.52","B"
"093000","11","18.5","S"
"093000","3","18.5","S"
"093000","6","18.5","S"
"093000","5","18.5","S"
"093000","4","18.5","S"
"093000","3","18.5","S"
"093000","68","18.5","S"
"093000","1","18.52","B"
"093000","3","18.52","B"
"093001","1","18.52","B"
"093001","3","18.52","B"
"093001","6","18.52","B"
"093001","8","18.51","S"
"093001","10","18.51","S"
"093001","6","18.51","S"
"093001","4","18.51","S"
"093001","2","18.51","S"
"093001","5","18.52","B"
"093001","2","18.51","S"
"093001","1","18.52","B"
"093001","5","18.51","S"
"093001","2","18.51","S"
"093001","1","18.52","B"
"093001","8","18.52","B"
"093002","5","18.52","B"
"093002","1","18.52","B"
"093002","4","18.51","S"
"093002","1","18.51","S"
"093002","2","18.51","S"
"093003","2","18.52","B"
"093003","3","18.52","B"
"093003","2","18.51","S"
"093003","4","18.51","S"
"093003","1","18.51","S"
"093003","1","18.51","S"
"093003","2","18.52","B"
"093003","5","18.52","B"
"093004","2","18.52","B"
"093004","2","18.52","B"
"093004","3","18.52","B"
"093005","5","18.52","B"
"093005","2","18.51","S"
"093005","3","18.51","S"
"093005","2","18.51","S"
"093005","4","18.51","S"
"093005","3","18.51","S"
"093006","2","18.51","S"
"093006","4","18.51","S"
"093006","14","18.51","S"
"093008","2","18.52","B"
"093008","2","18.52","B"
"093008","2","18.52","B"
"093008","1","18.52","B"
"093009","12","18.51","S"
"093009","4","18.52","B"
"093009","10","18.52","B"
"093009","4","18.52","B"
"093010","24","18.51","S"
"093010","5","18.51","S"
"093010","5","18.51","S"
"093010","1","18.51","S"
"093010","9","18.51","S"
"093010","12","18.51","S"
"093010","10","18.51","S"
"093010","11","18.51","S"
"093010","6","18.51","S"
"093010","72","18.5","S"
"093010","5","18.5","S"
"093011","3","18.5","S"
"093015","1","18.51","B"
"093016","6","18.5","S"
"093017","181","18.5","S"
"093017","10","18.5","S"
"093017","5","18.5","S"
"093017","5","18.5","S"
"093017","10","18.5","S"
"093017","10","18.5","S"
"093017","1","18.5","S"
"093017","9","18.5","S"
"093017","30","18.5","S"
"093017","1","18.5","S"
"093017","2","18.5","S"
"093017","5","18.5","S"
"093017","19","18.5","S"
"093017","4","18.5","S"
"093017","7","18.5","S"
"093017","3","18.5","B"
"093019","4","18.49","S"
"093019","3","18.49","S"
"093021","2","18.5","B"
"093021","2","18.49","S"
"093021","3","18.49","S"
"093022","3","18.5","B"
"093022","2","18.49","S"
"093023","2","18.5","B"
"093024","1","18.48","S"
"093025","7","18.49","B"
"093025","36","18.49","B"
"093027","6","18.49","B"
"093027","1","18.48","S"
"093027","4","18.48","S"
"093027","2","18.49","B"
"093028","6","18.48","S"
"093028","2","18.48","S"
"093028","10","18.48","S"
"093028","1","18.49","B"
"093028","1","18.48","S"
"093029","15","18.48","S"
"093030","10","18.49","B"
"093030","3","18.48","S"
"093031","20","18.49","B"
"093031","2","18.48","S"
"093032","7","18.48","S"
"093032","5","18.48","S"
"093032","7","18.48","S"
"093032","12","18.48","S"
"093033","1","18.48","S"
"093033","7","18.48","S"
"093033","3","18.48","S"
"093033","9","18.48","S"
"093033","12","18.48","S"
"093033","2","18.49","B"
"093034","21","18.48","S"
"093034","14","18.48","S"
"093034","2","18.48","S"
"093035","7","18.48","S"
"093035","6","18.48","S"
"093036","18","18.48","S"
"093037","3","18.48","B"
"093038","5","18.48","B"
"093039","2","18.47","S"
"093039","21","18.48","B"
"093040","4","18.48","B"
"093040","34","18.47","S"
"093040","20","18.48","B"
"093041","5","18.48","B"
"093041","5","18.48","B"
"093042","10","18.47","S"
"093042","19","18.48","B"
"093042","5","18.48","B"
"093042","11","18.48","B"
"093042","5","18.48","B"
"093042","1","18.48","B"
"093042","26","18.48","B"
"093042","3","18.48","B"
"093042","1","18.48","B"
"093042","1","18.48","B"
"093042","17","18.49","B"
"093042","4","18.49","B"
"093042","2","18.49","B"
"093042","3","18.49","B"
"093042","2","18.49","B"
"093042","14","18.47","S"
"093044","1","18.48","B"
"093044","1","18.49","B"
"093044","1","18.49","B"
"093044","7","18.49","B"
"093045","1","18.47","S"
"093046","27","18.47","S"
"093049","3","18.46","S"
"093049","3","18.46","S"
"093049","10","18.46","S"
"093049","1","18.46","S"
"093049","10","18.45","S"
"093049","2","18.45","S"
"093049","1","18.45","S"
"093049","5","18.45","S"
"093049","58","18.47","B"
"093050","3","18.47","B"
"093051","20","18.47","B"
"093053","13","18.46","S"
"093053","4","18.47","B"
"093053","2","18.47","B"
"093053","5","18.47","B"
"093053","8","18.47","B"
"093056","1","18.45","S"
"093056","10","18.45","S"
"093056","5","18.45","S"
"093056","1","18.45","S"
"093056","3","18.45","S"
"093056","2","18.46","B"
"093056","7","18.47","B"
"093058","2","18.46","B"
"093058","7","18.45","S"
"093058","3","18.45","S"
"093058","1","18.45","S"
"093100","31","18.45","B"
"093100","6","18.45","B"
"093100","3","18.45","B"
"093100","1","18.44","S"
"093100","3","18.45","B"
"093101","30","18.45","B"
"093102","1","18.44","S"
"093102","1","18.44","S"
"093104","1","18.45","B"
"093104","4","18.44","S"
"093105","3","18.44","S"
"093105","22","18.44","S"
"093106","10","18.44","B"
"093107","10","18.44","B"
"093107","10","18.44","B"
"093107","10","18.43","S"
"093107","9","18.44","B"
"093108","8","18.44","B"
"093109","2","18.44","B"
"093110","1","18.43","S"
"093110","1","18.43","S"
"093110","3","18.43","B"
"093110","2","18.44","B"
"093111","10","18.44","B"
"093111","5","18.42","S"
"093111","4","18.42","S"
"093112","2","18.42","S"
"093113","4","18.42","S"
"093113","2","18.42","S"
"093113","11","18.42","S"
"093113","2","18.42","S"
"093113","1","18.43","B"
"093113","10","18.44","B"
"093113","2","18.43","B"
"093114","2","18.42","S"
"093114","6","18.43","B"
"093115","10","18.43","B"
"093115","3","18.42","S"
"093115","1","18.41","S"
"093115","6","18.41","S"
"093116","1","18.41","S"
"093116","10","18.41","S"
"093116","2","18.41","S"
"093116","1","18.41","S"
"093116","3","18.44","B"
"093116","1","18.44","B"
"093117","2","18.42","S"
"093117","8","18.42","S"
"093119","17","18.42","S"
"093119","5","18.42","B"
"093119","2","18.41","S"
"093119","12","18.41","S"
"093119","10","18.41","S"
"093119","5","18.41","S"
"093120","5","18.41","S"
"093120","5","18.41","S"
"093120","2","18.42","B"
"093121","1","18.42","B"
"093121","11","18.42","B"
"093121","1","18.43","B"
"093121","5","18.43","B"
"093121","1","18.44","B"
"093122","5","18.43","S"
"093122","5","18.42","S"
"093122","5","18.43","S"
"093122","3","18.43","S"
"093122","12","18.42","S"
"093122","5","18.42","S"
"093122","3","18.42","S"
"093123","2","18.43","S"
"093123","1","18.42","S"
"093124","8","18.42","S"
"093124","4","18.44","B"
"093124","20","18.44","B"
"093124","8","18.44","B"
"093124","11","18.44","B"
"093124","7","18.44","B"
"093124","26","18.44","B"
"093124","1","18.44","B"
"093124","9","18.44","S"
"093125","8","18.44","S"
"093125","1","18.44","S"
"093125","7","18.43","S"
"093125","1","18.45","B"
"093125","3","18.43","S"
"093125","3","18.42","S"
"093126","2","18.42","S"
